EMP3,CLK2,SH2D4A,PDPN,FSTL1,ABCC3,CD58,TAGLN2,FAM114A1,RAB34,ANXA1,CHI3L1,PRICKLE3,CLIC1,TIMP1,DUSP26,CASP6,MYL12A,CASP8,APOBEC3F,GDAP1L1,FAM133A,TNFRSF11B,MSN,STEAP3,LOXL1,TNFRSF12A,HFE,GPX8,GSDMD,PLP2,BCL2L12,PPIC,NAP1L3,CASP4,CA3,SP100,XKR8,SERPING1,SLC2A4RG,VAV3,REXO2,ATP6V1G2,SHD,C1RL,RNF135,SERPINH1,ZDHHC22,PYGL,LATS2
0.312895102371489,0.246592723663249,0.117193836323565,0.443775572018486,0.419198389580471,0.084874436347931,0.369480951969868,0.117197028893476,0.445290005645891,0.188529985216855,0.246401477287213,0.138167676074116,0.136209096607024,0.361293087489712,0.112868853722494,0.659276263524084,0.395318969083508,0.296093122274327,0.20943544180995,0.192030678129938,0.574467877870458,0.738087350170617,0.129203519659072,0.462964342382244,0.444810304366252,0.0961485659091577,0.386665797615053,0.237787877008508,0.110105590069179,0.145928752639108,0.317714320097124,0.355513320244689,0.283215881352292,0.625699049850679,0.255625597044673,0.0729572518697828,0.191058012282549,0.125492715709103,0.163327904969289,0.274679955146634,0.0965702252949322,0.241372453570431,0.680188904251577,0.653360499463486,0.119989407978998,0.395583484345454,0.392001900608033,0.595407999293668,0.427601169981315,0.374284793054293
0.858512730093615,0.51198862930273,0.695133160663783,0.863582178175468,0.708506911161196,0.55829992545187,0.819603198167912,0.860565509584078,0.771806258280181,0.77615120268154,0.837094760854454,0.71114406598753,0.856725220679695,0.773856876169128,0.624566083586299,0.417050297579202,0.619012593833198,0.705856170244497,0.705496726579883,0.682202063649589,0.32474205460979,0.31535181845994,0.700765669027896,0.820702537463352,0.912265803606474,0.293006262819784,0.69833904324831,0.699347297731552,0.451331329234331,0.621362960255668,0.673684403441339,0.673162587888847,0.781449545965533,0.404943395844906,0.580832708089922,0.701280576571681,0.811725629153481,0.930199003615008,0.67615111353353,0.646475891117845,0.869594839256052,0.574307586378574,0.437131678585017,0.425977947587343,0.620337572297004,0.883259838622593,0.671359887618861,0.377105333040026,0.607185262873954,0.736096041080925
0.225058894042415,0.184027479365394,0.240128695748986,0.531229160862629,0.256446034819876,0.104211200641834,0.523618747072075,0.243295685321697,0.385706023603502,0.338755087282806,0.121229136394311,0.241451568033862,0.29078180127959,0.57629069197219,0.228544159749621,0.738166843515474,0.542037738502647,0.439857359982698,0.36604317027464,0.412011193807273,0.638608399002877,0.719072239148881,0.274194255363703,0.563909112756891,0.576013081080882,0.094593211488669,0.274594420409259,0.427636047658101,0.105543459454783,0.432873717270533,0.282659216813464,0.387347299022171,0.233724463408484,0.651147496025042,0.455004985408922,0.0608606865765821,0.533259413463666,0.343100386043809,0.406506569753624,0.29215457540212,0.179729407668759,0.209115693046952,0.625869140768995,0.789397297217907,0.290667784225676,0.748526908983917,0.237914426181351,0.632150935829839,0.486451229037867,0.518037189952007
0.242205810382147,0.677783956221861,0.137630552519427,0.357585310493593,0.245394453310599,0.126593357477438,0.32470961393179,0.162101274913431,0.244083679608327,0.260762946157127,0.266208748510106,0.158490195987682,0.202045980480253,0.430998593376913,0.230830706584339,0.818353409566697,0.382570720619936,0.284334924732078,0.301046265224438,0.229296330469862,0.794182617897083,0.625087715000466,0.132265584017069,0.401522347983433,0.51705210022136,0.17071526719078,0.261255680102181,0.245144770764438,0.141401412796817,0.245824850585008,0.393164177164618,0.382403575188133,0.207008123509334,0.672870791764972,0.404978554175451,0.0439773518351239,0.2615047890484,0.174230939299644,0.2008392978718,0.452313443834668,0.149917994147347,0.129497497268247,0.808626067110167,0.844077866601763,0.15818508597286,0.624349185252314,0.411946669995373,0.835566633446549,0.395176813345791,0.275132369768805
0.552647489886883,0.213042946811334,0.16124238142874,0.337205588390048,0.320577328428205,0.22108922702379,0.254655057213333,0.383232383128253,0.410065503356052,0.309618694284002,0.589353663759222,0.615890288952269,0.109347257553039,0.445908106792439,0.300954804489261,0.750262713407244,0.330646619263257,0.334580946470808,0.145724233299087,0.155539325439059,0.583482613898935,0.698362133599593,0.178136898782645,0.345572772449421,0.715203805862454,0.107939155870927,0.550245079943761,0.175556618182665,0.147841489418433,0.218187630336232,0.360808674133832,0.183403679560897,0.35812994255599,0.644800568518549,0.229901176870172,0.0796088669155905,0.170015727603056,0.230278422787657,0.424074947359396,0.271893271317751,0.250338473661768,0.419948850581714,0.746438805613687,0.696500749784009,0.261825735743192,0.37616270059553,0.319490147936653,0.700714026444549,0.315711939311578,0.345795956119226
0.24166567269676,0.321321432875543,0.13314804045338,0.3714721177703,0.148198755077785,0.113189688038239,0.399759605500801,0.194089354804467,0.321379136745748,0.411474465468468,0.216550377431074,0.237584850133033,0.235857539522042,0.415282069762983,0.175594125406776,0.777262422987088,0.255791519310487,0.376059001938808,0.325603069125785,0.262918803691845,0.63214559054978,0.562918432961164,0.164019589080192,0.463888205814215,0.242630571319904,0.0992893783840801,0.200652271671074,0.360718548289097,0.148333098320847,0.332207418108869,0.329683871218329,0.285480568441853,0.0942960573957646,0.632045977357173,0.322236713284763,0.131325921829472,0.351936749936387,0.338738408363059,0.349613797854728,0.231280121075151,0.215727911275106,0.157860162246265,0.691263206829461,0.780958564778925,0.209914106448479,0.443608677323773,0.219524056837356,0.723825402721537,0.371192078949443,0.270261795033174
0.0723275979854205,0.378797146207509,0.114048213821076,0.0531038400844979,0.303452897860697,0.129372647758213,0.188282906027004,0.187745267066548,0.104922089575935,0.0395403829541912,0.189643331032736,0.0865356193983376,0.140601475812799,0.292243277388714,0.202373682658805,0.712288264733422,0.219815110281976,0.198763628480646,0.131551901446235,0.107651870221213,0.774856434673778,0.913762817468763,0.147357186924339,0.275369303964991,0.13377653603008,0.165808374857754,0.151680324660435,0.143397922326265,0.287881201359919,0.153030608005243,0.188093807955389,0.153180914421634,0.496585568925234,0.841747652356421,0.163804549033572,0.0463308468138505,0.175620355086409,0.0358462149504484,0.124663679660792,0.252809014193597,0.216578269628012,0.174119014781435,0.852603628092174,0.781069335729795,0.13045898027373,0.11289877021273,0.37148180133452,0.860427673368117,0.118042941620704,0.349368381803418
0.629474710119256,0.214400155068905,0.742130726865042,0.685913308207895,0.795253293907037,0.219758715719163,0.662385213987891,0.32342944356128,0.60260957854882,0.593657180556479,0.273729102750952,0.345160700069658,0.534910237536571,0.605625512684199,0.520363451415467,0.544077502650085,0.753498195534767,0.635671894569903,0.501802834855302,0.605665521417086,0.48903017254188,0.390964160545346,0.513810733144354,0.768692071946977,0.715690282602219,0.676446282921163,0.323356701591718,0.660194513838693,0.722778100790922,0.423371234738381,0.460495383471626,0.625356578262933,0.679769001582094,0.609826669738745,0.344763234951296,0.0949564464590661,0.37508326308383,0.675720832749099,0.419079340266785,0.822851851002232,0.417839520716337,0.289356141206633,0.562691997477843,0.545530013835065,0.429186718442992,0.714247337257465,0.655442427434734,0.62739620016293,0.611296366915519,0.779095970513472
0.354682117850046,0.397777498052019,0.265726198862995,0.195468097758327,0.350780969446746,0.374048748859353,0.26783471240205,0.318780416765837,0.719406090225917,0.16965699609576,0.382829315073205,0.185379213819791,0.138649307276899,0.366044360032819,0.332616987951671,0.840261745340056,0.565176750476931,0.415104326880827,0.382074817122841,0.129530798766016,0.644064959590884,0.788489083995648,0.167578741807994,0.358161680753209,0.327005097064752,0.414063009457046,0.37360661174555,0.235439717768602,0.380991927477019,0.160762628002457,0.52445208946254,0.120886588890375,0.351942261730999,0.733121050965374,0.30582352441264,0.118561203300786,0.305514079233522,0.125030974828483,0.492604429270865,0.349870117374327,0.280931825898496,0.551234066638849,0.770206279954491,0.720175523010794,0.272183713759589,0.333514500456879,0.403155225594374,0.884043190017273,0.642426121076416,0.383603289346017
0.940672582383534,0.369409789092646,0.497548747226157,0.845014204553016,0.698057595674223,0.5322120482419,0.795129516360548,0.726606131943092,0.678754037864939,0.604932332304597,0.888245186236929,0.757663352446611,0.619575786938557,0.705099607265052,0.670297020280667,0.598478060352101,0.655712096985906,0.637749851894179,0.64342725365002,0.650703951003191,0.516292228103257,0.501255701010556,0.845666928825962,0.790641442715355,0.580566503365083,0.477411089821853,0.737935932513181,0.653724478508136,0.869582351229616,0.419180139811042,0.8027788905338,0.523830103978884,0.621161535226751,0.650945042197084,0.477228866838108,0.247853840585491,0.502822895529156,0.775299674578109,0.595699176825099,0.58592336416461,0.724701595308049,0.509141703964464,0.786724932403066,0.340674245331239,0.606804229815248,0.610643319954901,0.674559529266526,0.513925076004012,0.691739604651931,0.704437305299321
