hsa-mir-155,hsa-mir-491,hsa-mir-196b,hsa-mir-10a,hsa-mir-21,hsa-mir-148a,hsa-mir-1266,hsa-mir-200c,hsa-mir-128,hsa-mir-146b,hsa-mir-1296,hsa-mir-15b,hsa-mir-28,hsa-mir-105,hsa-mir-653,hsa-mir-452,hsa-mir-767,hsa-mir-141,hsa-mir-34a,hsa-mir-193a,hsa-mir-139,hsa-mir-374a,hsa-mir-23a,hsa-mir-504,hsa-mir-27a,hsa-mir-346,hsa-mir-503,hsa-mir-142,hsa-mir-501,hsa-mir-10b,hsa-mir-200a,hsa-mir-200b,hsa-mir-9,hsa-mir-30a,hsa-mir-574,hsa-mir-339,hsa-mir-100,hsa-mir-25,hsa-mir-138,hsa-mir-217,hsa-mir-335,hsa-mir-96,hsa-mir-671,hsa-mir-1262,hsa-mir-616,hsa-mir-455,hsa-mir-937,hsa-mir-383,hsa-mir-99b,hsa-mir-424
0.36923,0.60549,0.25873,0.36919,0.28919,0.39239,0.16489,0.32209,0.72361,0.4535,0.71518,0.47673,0.38763,0.52632,0.26363,0.33126,0.49838,0.41468,0.46256,0.36992,0.72462,0.57816,0.56023,0.5177,0.54382,0.60607,0.50585,0.56522,0.40308,0.81648,0.25553,0.21595,0.91871,0.52162,0.3121,0.30016,0.51396,0.44046,0.63901,0.17045,0.49175,0.46611,0.58874,0.20943,0.18835,0.50692,0.16598,0.72599,0.47903,0.33663
0.80171,0.28247,0.49806,0.65127,0.6919,0.58922,0.31926,0.63497,0.34467,0.87344,0.273,0.5878,0.75797,0.47671,0.56183,0.3382,0.46436,0.46529,0.7702,0.63373,0.28256,0.6261,0.87945,0.15919,0.74675,0.25558,0.6586,0.78591,0.60035,0.95412,0.87687,0.78737,0.79701,0.64526,0.78435,0.45639,0.82216,0.54747,0.61325,0.33898,0.57774,0.08021,0.75714,0.20861,0.31049,0.64412,0.56082,1,0.73436,0.53808
0.61951,0.48031,0.22136,0.57109,0.66152,0.5095,0.44624,0.57857,0.52546,0.53942,0.43042,0.63723,0.65214,0.33687,0.4141,0.36384,0.29677,0.57748,0.61234,0.41354,0.47515,0.59381,0.65115,0.30007,0.64531,0.24853,0.56925,0.67623,0.54985,0.6674,0.69946,0.52953,0.85591,0.70641,0.58424,0.46435,0.75463,0.59412,0.39295,0.27794,0.51243,0.1083,0.75359,0.40919,0.22909,0.45801,0.43298,0.51727,0.72904,0.26776
0.39691,0.85634,0.18138,0.25479,0.3141,0.49489,0.35101,0.31223,0.78988,0.48523,0.76424,0.44262,0.46666,0.57743,0.24275,0.36124,0.51518,0.13034,0.65334,0.62385,0.84471,0.59729,0.49858,0.69795,0.54449,0.7598,0.26151,0.48897,0.5263,0.32072,0.56604,0.53314,0.83183,0.58727,0.71773,0.34803,0.67125,0.47629,0.69942,0.20826,0.55284,0.38085,0.72251,0.11359,0.20265,0.56099,0.36263,0.79723,0.74408,0.24162
0.41465,0.60559,0.13081,0.24349,0.45311,0.46043,0.19725,0.24846,0.54815,0.2325,0.74342,0.40336,0.55735,0.39582,0.11132,0.35703,0.36912,0.25763,0.31575,0.49675,0.47369,0.63456,0.60592,0.41518,0.69634,0.62703,0.38544,0.58899,0.50884,0.50834,0.20573,0.11512,0.91224,0.6682,0.49101,0.48811,0.52896,0.53078,0.48426,0.36003,0.43673,0.37119,0.49436,0.39077,0.12659,0.56821,0.48199,0.78209,0.58637,0.53247
0.25111,0.4267,0.06122,0.20945,0.24617,0.20363,0.13134,0.34515,0.74048,0.35074,0.49113,0.33107,0.36886,0.51663,0.12214,0.09923,0.56115,0.16015,0.41513,0.37064,0.67415,0.25603,0.42377,0.43847,0.43599,0.51243,0.5244,0.28688,0.50712,0.42987,0.21727,0.18904,0.93512,0.58788,0.16441,0.22018,0.5432,0.41799,0.44825,0.23832,0.47138,0.51511,0.47981,0.10987,0.16488,0.30953,0.30793,0.75061,0.39686,0.49036
0.76594,0.40853,0.96923,0.81676,0.76176,0.66963,0.84434,0.74226,0.397,0.5026,0.23698,0.83159,0.76918,0.22633,0.63956,0.40575,0.27118,0.61373,0.5484,0.75192,0.32252,0.81992,0.83446,0.09881,0.71249,0.31486,0.55834,0.79367,0.74227,0.84989,0.75522,0.69399,0.76633,0.70194,0.7175,0.42267,0.68093,0.84894,0.34132,0.50132,0.51076,0.12444,0.73651,0.44643,0.37115,0.6364,0.65275,0.32381,0.71519,0.34765
0.21227,0.33629,0.34564,0.25872,0.29122,0.4481,0.05913,0.21226,0.72727,0.27023,0.59187,0.37519,0.49649,0.52325,0.09719,0.26615,0.49369,0.23305,0.27013,0.39251,0.56789,0.55287,0.46541,0.5463,0.47733,0.48659,0.45897,0.44244,0.44636,0.70912,0.32726,0.11954,0.93529,0.58386,0.27539,0.29218,0.63472,0.44095,0.46405,0.14393,0.50497,0.3598,0.47089,0.36645,0.11809,0.55243,0.44835,0.81436,0.40738,0.42674
0.39764,0.72466,0.38844,0.35355,0.5246,0.35422,0.23635,0.46512,0.59492,0.43178,0.80744,0.43907,0.62882,0.45725,0.20415,0.52317,0.43326,0.5051,0.38393,0.47897,0.65993,0.51761,0.6737,0.4261,0.84663,0.66836,0.33122,0.44114,0.38536,0.87854,0.37605,0.29954,0.85854,0.46533,0.57296,0.32605,0.62766,0.56426,0.47284,0.45232,0.41297,0.52862,0.49912,0.56816,0.15208,0.61325,0.69767,0.63833,0.55937,0.32413
0.20889,0.16738,0.11131,0.32694,0.21742,0.2549,0.18581,0.48436,0.58494,0.1497,0.35037,0.31789,0.35082,0.52165,0.09899,0.18042,0.56369,0.29163,0.16479,0.26419,0.48204,0.2803,0.28577,0.29287,0.25183,0.3882,0.36387,0.26921,0.38637,0.21769,0.13849,0.1106,0.95715,0.44854,0.01783,0.10663,0.6273,0.51038,0.30857,0.22886,0.32803,0.62843,0.33399,0.03633,0.09646,0.28065,0.23279,0.48158,0.25404,0.32133
0.34237,0.11942,0.10254,0.19103,0.53441,0.46479,0.25264,0.89094,0.3209,0.36689,0.29703,0.26481,0.62446,0.39237,0.13866,0.21788,0.3775,0.81564,0.14238,0.37389,0.26243,0.68757,0.52317,0.29819,0.50309,0.38841,0.41096,0.45135,0.40984,0.67916,0.23505,0.15478,0.97397,0.55414,0.40983,0.17054,0.51586,0.55158,0.21004,0.33839,0.32115,0.13893,0.29921,0.53483,0.19641,0.39008,0.28635,0.36254,0.34765,0.35221
0.57211,0.40078,0.19848,0.27768,0.72678,0.49789,0.27046,0.60117,0.22708,0.27789,0.50195,0.18984,0.60799,0.39302,0.22515,0.36143,0.44091,1,0.34752,0.19916,0.22044,0.84613,0.5821,0.37807,0.76899,0.49746,0.37737,0.66192,0.54151,0.48787,0.54051,0.36254,0.95721,0.52012,0.57846,0.81312,0.29631,0.38657,0.42829,0.31161,0.65222,0.3138,0.51104,0.59886,0.21414,0.48251,0.05034,0.67346,0.29479,0.64709
0.23744,0.33807,0.23216,0.21843,0.21216,0.33319,0.32332,0.57908,0.38436,0.36389,0.61741,0.30318,0.38374,0.41936,0.05682,0.10514,0.37311,0.4712,0.3211,0.1523,0.42087,0.50383,0.31553,0.35977,0.34542,0.66974,0.29747,0.21929,0.48988,0.56178,0.12893,0.23342,0.97972,0.43143,0.43969,0.21256,0.30251,0.39809,0.50932,0.16096,0.22786,0.17048,0.36699,0.37539,0.04128,0.2727,0.23555,0.47507,0.38441,0.29634
0.58584,0.47851,0.33268,0.80687,0.40143,0.60092,0.53803,0.6702,0.39116,0.59903,0.4516,0.47258,0.6297,0.39043,0.24381,0.36252,0.27524,0.56767,0.60471,0.5365,0.50883,0.70813,0.51261,0.18377,0.467,0.45592,0.43596,0.54144,0.82222,0.87075,0.70562,0.64467,0.92538,0.7207,0.63014,0.46123,0.55136,0.73071,0.51535,0.32954,0.45134,0.16692,0.84425,0.2809,0.18441,0.45132,0.39947,0.51053,0.60239,0.22452
0.39202,0.36337,0.70415,0.32057,0.69451,0.38806,0.2052,0.77031,0.40884,0.72056,0.62359,0.32977,0.55436,0.51925,0.21186,0.4259,0.51233,0.56488,0.40424,0.39927,0.43291,0.61393,0.32428,0.41468,0.40695,0.43521,0.30741,0.39289,0.53298,0.93477,0.25873,0.2288,0.92461,0.38996,0.3163,0.27309,0.4659,0.57373,0.53231,0.61486,0.39482,0.5275,0.40525,0.48103,0.09424,0.44497,0.18266,0.59484,0.32951,0.45085
0.26145,0.32501,0.13271,0.31504,0.32123,0.26385,0.10015,0.22691,0.23174,0.1497,0.45051,0.23749,0.41192,0.45249,0.12398,0.17245,0.37886,0.11446,0.10399,0.26372,0.2388,0.36798,0.25946,0.16679,0.28908,0.40552,0.1949,0.18334,0.5562,0.45939,0.06389,0.11167,0.9915,0.42848,0.05407,0.18701,0.3811,0.53704,0.27643,0.20821,0.18837,0.18493,0.34683,0.21857,0.18218,0.19438,0.12547,0.31077,0.29591,0.09042
0.77079,0.10245,0.92476,0.81574,0.50649,0.95087,0.35126,0.38908,0.12352,0.63949,0,0.5077,0.51294,0.20591,0.37022,0.45319,0.23674,0.15939,0.73853,0.54904,0.13544,0.42979,0.48047,0.05857,0.47214,0.30892,0.62509,0.62703,0.64855,0.93528,0.3878,0.30101,0.9131,0.63449,0.51654,0.28793,0.4869,0.48661,0.27502,0.33771,0,0.11302,0.64969,0.07676,0.61376,0.24066,0.27196,0.28995,0.53137,0.42757
0.27929,0.49125,0.35971,0.34305,0.26271,0.47898,0.27415,0.30735,0.60405,0.44872,0.62476,0.74821,0.44554,0.48498,0.11353,0.26754,0.49171,0.22967,0.44552,0.41397,0.69134,0.35452,0.39122,0.47479,0.40226,0.70214,0.38058,0.63852,0.38389,0.19638,0.34013,0.30569,0.92953,0.58776,0.49878,0.30608,0.53444,0.55661,0.6472,0.2423,0.36189,0.54288,0.4265,0.11515,0.35742,0.39579,0.34347,0.66605,0.49318,0.43587
0.24714,0.66052,0.07431,0.23778,0.15125,0.31254,0.13309,0.1988,0.65187,0.37154,0.74055,0.46332,0.44654,0.47546,0.15881,0.18093,0.46022,0.13974,0.49318,0.26963,0.63112,0.40896,0.2127,0.48424,0.40961,0.62405,0.25029,0.32497,0.4415,0.138,0.30428,0.24023,0.95811,0.45469,0.47028,0.29493,0.41012,0.50521,0.61909,0.15961,0.4326,0.35225,0.36551,0.11145,0.05092,0.27364,0.1396,0.65462,0.43952,0.39705
0.16327,0.47622,0.05212,0.25462,0.02751,0.2898,0.11182,0.15187,0.61449,0.33467,0.52785,0.31417,0.47021,0.52462,0.11809,0.10794,0.44379,0.15075,0.26037,0.17251,0.60897,0.26172,0.20694,0.39953,0.2369,0.57572,0.20433,0.14968,0.52348,0.40679,0.24118,0.15101,0.97835,0.48112,0.29284,0.15248,0.52239,0.5225,0.42322,0.20198,0.39109,0.18803,0.40121,0.0452,0.14594,0.2142,0.18801,0.63448,0.41199,0.20411
0.29916,0.3031,0.08166,0.28832,0.2389,0.27194,0.24444,0.35995,0.36566,0.38396,0.62617,0.54645,0.3622,0.45423,0.04044,0.155,0.46026,0.299,0.37896,0.36596,0.36018,0.36281,0.44887,0.13692,0.45746,0.55476,0.33821,0.34172,0.49117,0.68027,0.16442,0.17707,0.95937,0.51727,0.37352,0.22934,0.43696,0.45093,0.43457,0.29661,0.41875,0.31712,0.30135,0.2421,0.1191,0.42029,0.45097,0.59883,0.46429,0.32402
0.33922,0.3193,0.01282,0.21529,0.30402,0.34954,0.28548,0.16453,0.42634,0.27148,0.42408,0.42294,0.48936,0.53703,0.12997,0.1132,0.53677,0.26291,0.41195,0.29257,0.51706,0.47928,0.26037,0.39334,0.36032,0.4953,0.35656,0.28326,0.4407,0.30699,0.22627,0.25918,0.96566,0.44615,0.27542,0.24218,0.4865,0.59799,0.56884,0.38572,0.5271,0.57422,0.29243,0.0953,0.14572,0.35062,0.24358,0.39677,0.40051,0.43309
0.49385,0.54482,0.40356,0.88119,0.34372,0.5889,0.38352,0.24962,0.5891,0.45622,0.57123,0.56144,0.52254,0.37194,0.09695,0.3242,0.32631,0.05941,0.54849,0.3147,0.59526,0.42899,0.40473,0.42387,0.46807,0.56639,0.23322,0.51445,0.62205,0.84305,0.536,0.40447,0.90648,0.73519,0.42421,0.49846,0.53637,0.64475,0.59561,0.34019,0.49028,0.21377,0.40569,0.20265,0,0.46053,0.60368,0.65487,0.69453,0.21211
1,0.39014,0.5176,0.56925,0.84461,0.62879,0.22386,0.60564,0.31879,0.67554,0.48606,0.8091,0.84786,0.36941,0.21448,0.53528,0.35682,0.51742,0.9252,0.62833,0.27608,0.6433,0.67815,0.14551,0.7201,0.46584,0.55169,0.742,0.62302,0.90207,0.63526,0.44812,0.80333,0.46819,0.81694,0.44777,0.61972,0.79685,0.43452,0.47822,0.80026,0.28927,0.83144,0.31042,0.4294,0.65181,0.58596,0.33773,0.67002,0.48183
0.15382,0.57052,0.14039,0.22137,0.2552,0.40789,0.08511,0.3001,0.55913,0.27412,0.79225,0.37092,0.49564,0.50218,0.29724,0.16978,0.45151,0.26039,0.32881,0.32063,0.39853,0.59457,0.30344,0.40635,0.45054,0.58126,0.33208,0.48287,0.51012,0.32024,0.26694,0.17982,0.9681,0.53965,0.38192,0.22333,0.41225,0.51188,0.45544,0.29476,0.40026,0.51735,0.33445,0.27328,0.11917,0.38845,0.21672,0.71071,0.43268,0.37111
0.14285,0.23028,0.02596,0.43568,0.27033,0.48044,0.20389,0.29054,0.46282,0.24647,0.31578,0.22355,0.65001,0.57196,0.34192,0.18361,0.52687,0.14783,0.46289,0.27343,0.5551,0.44862,0.43014,0.30653,0.41533,0.47909,0.2454,0.34218,0.57494,0.54946,0.11805,0.11311,0.94325,0.83551,0.4251,0.22508,0.70274,0.56613,0.33787,0.43762,0.38427,0.43625,0.32076,0.20033,0.11827,0.36404,0.49399,0.47289,0.49049,0.11163
0.41772,0.48869,0.14014,0.4177,0.47466,0.35815,0.17638,0.37071,0.60783,0.58524,0.56175,0.63893,0.67162,0.62094,0.23028,0.25487,0.62498,0.25706,0.53137,0.57082,0.64236,0.49417,0.32403,0.42222,0.37765,0.62852,0.50323,0.41652,0.64451,0.92733,0.1656,0.19667,0.90108,0.40197,0.49029,0.28805,0.45348,0.70558,0.67779,0.35227,0.53835,0.32336,0.35602,0.13083,0.31086,0.35843,0.29246,0.60027,0.57597,0.2685
0.17831,0.16455,0.11411,0.26747,0.20211,0.41608,0.20548,0.1735,0.40786,0.13611,0.68323,0.59945,0.42282,0.47088,0.10196,0.32803,0.44067,0.20626,0.21829,0.22965,0.39433,0.34066,0.33884,0.31725,0.34801,0.54658,0.45963,0.34068,0.39943,0.1212,0.33676,0.36499,0.96021,0.51971,0.1836,0.29749,0.39819,0.61151,0.46094,0.22764,0.48971,0.69583,0.41614,0.24249,0.07817,0.3483,0.15374,0.37466,0.37457,0.36727
0.24156,0.23521,0.04695,0.1898,0.50767,0.54098,0.20268,0.41677,0.52178,0.22844,0.61155,0.44613,0.66555,0.55573,0.36389,0.48769,0.52999,0.22842,0.19318,0.45195,0.58256,0.6417,0.57518,0.66608,0.60889,0.69654,0.41985,0.36019,0.46931,0.68269,0.2518,0.19286,0.95045,0.641,0.63094,0.36734,0.5701,0.66026,0.33399,0.20438,0.32902,0.54798,0.51474,0.37582,0.268,0.34741,0.44674,0.06164,0.4914,0.39113
0.43892,0.63416,0.15179,0.20076,0.34176,0.49447,0.3435,0.2137,0.57676,0.37672,0.68235,0.57957,0.57621,0.5847,0.20587,0.29515,0.5672,0.34758,0.71988,0.41351,0.59917,0.45033,0.31558,0.53042,0.47171,0.91247,0.69318,0.4714,0.57552,0.23035,0.83115,0.61883,0.91072,0.42674,0.69756,0.65278,0.4976,0.54223,1,0.14683,0.38556,0.42905,0.45119,0.13439,0.14189,0.42881,0.07303,0.7837,0.36124,0.79486
0.27167,0.47133,0.11027,0.17939,0.0127,0.40631,0.18537,0.16223,0.47817,0.36875,0.72315,0.48161,0.40033,0.56917,0.10412,0.20082,0.51927,0.21063,0.28742,0.09794,0.59865,0.30252,0.20587,0.30615,0.29685,0.64264,0.39296,0.21913,0.51018,0.83585,0.1929,0.16115,0.96941,0.32725,0.32775,0.37315,0.40725,0.48785,0.55792,0.11638,0.41916,0.39671,0.38054,0.12189,0.11806,0.34812,0.15208,0.56604,0.46101,0.31749
0.88225,0.26683,0.91431,0.89271,0.54972,0.67472,0.39213,0.55266,0.19294,0.72678,0.44984,0.69117,0.66001,0.07041,0.14581,0.21953,0.20595,0.6954,0.67124,0.47437,0.27856,0.49657,0.63295,0.11685,0.78808,0.37576,0.74798,0.68619,0.55086,0.89359,0.55532,0.35049,0.90112,0.56015,0.68104,1,0.46263,0.65856,0.34275,0.80099,1,0.71036,0.80395,0.15314,0.06541,0.52963,0.33125,0.71311,0.49129,0.73206
0.38954,0.72127,0.16805,0.43353,0.23827,0.46452,0.3717,0.37632,0.71882,0.64114,0.84109,0.56194,0.49609,0.52259,0.3035,0.42556,0.47395,0.40937,0.57222,0.45729,0.81547,0.38298,0.40722,0.53033,0.46067,0.78394,0.58785,0.45106,0.52385,0.47456,0.39175,0.33003,0.89989,0.66711,0.52372,0.34994,0.50605,0.47094,0.75234,0.38502,0.53391,0.28134,0.61379,0.2392,0.10795,0.47473,0.17469,0.75808,0.62063,0.37702
0.25423,0.3762,0.31957,0.28558,0.40981,0.35183,0.15469,0.49978,0.58092,0.31476,0.45222,0.28168,0.47817,0.5163,0.19893,0.3014,0.48208,0.41965,0.25882,0.45986,0.48644,0.54064,0.4404,0.47727,0.42017,0.43632,0.39694,0.40303,0.58422,0.74771,0.2758,0.19334,0.94196,0.56313,0.19833,0.17807,0.54533,0.50714,0.44695,0.50194,0.44703,0.39417,0.3658,0.39383,0.1096,0.36342,0.66553,0.77534,0.54119,0.26015
0.74518,0.06099,0.08972,0.77926,0.63026,0.3551,0.25266,0.44793,0.15765,0.56327,0.21144,0.74758,0.59901,0.04404,0.24669,0.2587,0.10495,0.28051,0.4814,0.46994,0.03778,0.56949,0.65942,0,0.6199,0.38669,1,0.44472,0.21492,0.87247,0.64497,0.38181,0.91562,0.64459,0.50138,0.3612,0.55334,0.55775,0.02822,0.35591,0.62017,0.16409,0.69145,0.27196,0.16419,0.57671,0.14257,0.06964,0.79137,0.62859
0.439,0.17631,0.09358,0.20754,0.28898,0.40742,0.0996,0.669,0.31876,0.41499,0.26475,0.13602,0.28366,0.36076,0.12338,0.15168,0.33718,0.33121,0.3896,0.27522,0.20888,0.41776,0.42343,0.24352,0.25769,0.47409,0.44644,0.48578,0.61831,0.72265,0.37374,0.23902,0.98316,0.43758,0.25906,0.20226,0.44858,0.45405,0.20714,0.34908,0.33806,0.46067,0.33528,0.27226,0.15086,0.49219,0.3148,0.51243,0.32811,0.25454
0.44111,0.27534,0.06652,0.21338,0.40235,0.29377,0.11373,0.3012,0.27325,0.27439,0.4353,0.26336,0.44031,0.45832,0.10281,0.35457,0.42469,0.1182,0.22109,0.25919,0.22068,0.59141,0.41221,0.41435,0.42545,0.46047,0.31283,0.45877,0.62193,0.63079,0.27235,0.18816,0.97513,0.49819,0.35367,0.3943,0.41494,0.3928,0.34238,0.22119,0.29581,0.2899,0.31585,0.32077,0.22758,0.45968,0.37749,0.3424,0.46947,0.32804
0.58638,0.34969,0.20627,0.39496,0.14627,0.46126,0,0.71678,0.23595,0.56074,0.99265,1,0.33805,0.17164,0,0,0.0896,0.80882,0.3258,0.35384,0.36883,0.28668,0.7339,0.48927,0.59279,0.70122,0.9079,0.6918,0.42351,0.93326,0.41919,0.26591,0.8879,0.01484,0.74776,0.50753,0.38301,0.50117,0.44688,0.06209,0.54778,1,0.73788,0.64118,0.43037,1,0.29878,0.45365,0.89889,1
0.29281,0.41166,0.15508,0.20557,0.38476,0.29177,0.09942,0.34307,0.53246,0.30325,0.49335,0.46108,0.36656,0.49084,0.1232,0.19302,0.46236,0.12005,0.24776,0.19905,0.61271,0.38185,0.56345,0.28028,0.49652,0.55782,0.39045,0.48478,0.47468,0.67126,0.27561,0.33115,0.94546,0.3579,0.28337,0.23584,0.5423,0.52232,0.36533,0.10785,0.42596,0.0793,0.35953,0.27521,0.26541,0.31727,0.36232,0.56364,0.46523,0.1015
0.15323,0.37655,0.08822,0.15508,0.25218,0.34141,0.05756,0.36967,0.58301,0.22128,0.44562,0.28029,0.36755,0.47246,0.10397,0.15063,0.46046,0.19197,0.36491,0.35134,0.63076,0.48283,0.36973,0.28804,0.36824,0.41412,0.47955,0.36856,0.34799,0.70247,0.31251,0.2436,0.947,0.47532,0.132,0.17347,0.48815,0.42249,0.48517,0.13625,0.31374,0.35685,0.31967,0.26557,0.19389,0.39574,0.36373,0.6065,0.54907,0.32113
0.53087,0.4952,0.2556,0.25848,0.05242,0.39359,0.0604,0.15487,0.35747,0.33816,0.60306,0.57726,0.16823,0.47146,0.17632,0.14038,0.44665,0.15929,0.4985,0.04507,0.61341,0.26965,0.40306,0.2615,0.33456,0.65935,0.4943,0.70427,0.50197,0.3658,0.25249,0,0.98867,0.44036,0.35524,0.30219,0.13101,0.273,0.57427,0.17191,0.39578,0.43489,0.43057,0.19101,0.40148,0.50483,0,0.44787,0.40487,0.49435
0.67643,0.25406,0.14497,0.23979,0.19441,0.16372,0.23006,0.15324,0.14141,0.29926,0.71506,0.58138,0.11662,0.33003,0.23381,0.23497,0.38292,0.20386,0.48116,0.15118,0.49508,0.1232,0.53125,0.07688,0.54404,0.49724,0.68638,0.575,0.40029,0.80762,0,0.1242,0.98476,0.32144,0.44896,0.48761,0.04738,0.15072,0.54759,0.02789,0.35887,0.28648,0.40775,0.21027,0.37271,0.49764,0,0.04854,0.31686,0.77094
0.44584,0.31821,0.0429,0.39969,0.43759,0.41872,0.21327,0.40912,0.5391,0.36409,0.37151,0.40247,0.5069,0.36895,0.27653,0.32444,0.437,0.55939,0.53834,0.43136,0.55969,0.40817,0.62707,0.15481,0.51405,0.45308,0.47673,0.53556,0.57411,0.43623,0.41616,0.36615,0.94052,0.5757,0.4638,0.26554,0.56454,0.38941,0.46984,0.37557,0.25657,0.53158,0.23525,0.1169,0.47223,0.43058,0.37011,0.38246,0.43828,0.44899
0.33731,0.19696,0.14655,0.18659,0.33953,0.33401,0.0915,0.63622,0.22628,0.24992,0.27762,0.26168,0.33575,0.52396,0.19612,0.17442,0.4802,0.4077,0.09431,0.19097,0.38158,0.54075,0.36863,0.32868,0.23221,0.40869,0.56189,0.49899,0.5764,0.739,0.08801,0,0.98682,0.43218,0.29643,0.22057,0.30062,0.4271,0.19422,0.17045,0.23562,0.37034,0.28666,0.32574,0.21565,0.36642,0.24083,0.34224,0.21137,0.37413
0.53156,0.09058,0.78155,0.75648,0.23032,0.63778,0.15155,0.45165,0.08104,0.29367,0.20116,0.73659,0.41609,0.27843,0.18677,0.39671,0.3191,0.22087,0.27289,0.63786,0.07404,0.46785,0.29508,0,0.28352,0.23046,0.77221,0.42148,0.68838,0.85805,0.3017,0.09673,0.95121,0.60196,0.47894,0.3909,0.52104,0.57671,0.15014,0.93522,0.52678,0.42009,0.61941,0.19248,0.73459,0.35239,0.27366,0.65117,0.58696,0.57947
0.32466,0.05764,0.07688,0.39497,0.77028,0.19638,0.21961,0.44449,0.32721,0.57526,0.36704,0.53904,0.58204,0.67966,0.40472,0.35383,0.61177,0.24037,0.23824,0.37374,0.48094,0.64883,0.58066,0.09251,0.49687,0.55188,0.73768,0.3884,0.76194,0.56873,0.35268,0.23079,0.92738,0.38709,0.36559,0.176,0.57796,0.44041,0.39821,0.75066,0.45802,0.26331,0.38414,0.4904,0.24716,0.41861,0.30462,0.63365,0.39259,0.43568
0.13647,0.21177,0.21999,0.13669,0.26329,0.30388,0.19085,0.41471,0.28079,0.23117,0.60089,0.40679,0.50488,0.35305,0.08836,0.41239,0.38951,0.40637,0.1684,0.30562,0.43288,0.43477,0.37992,0.23719,0.40358,0.60247,0.43118,0.27125,0.55592,0.45084,0.37038,0.29878,0.96251,0.50278,0.55818,0.31606,0.44884,0.46541,0.36385,0.39517,0.30869,0.56133,0.22688,0.26089,0.09954,0.43776,0.29101,0.38496,0.54063,0.35164
0.39913,0.03857,0.11775,0.20142,0.67991,0.14822,0.11376,0.6904,0.23275,0.72902,0.3776,0.85143,0.42912,0.69293,0.15424,0.25864,0.66908,0.49893,0.41726,0.32379,0.34548,0.5166,0.44437,0.07862,0.46432,0.43638,0.81897,0.30753,0.48862,0.82936,0.14974,0.10922,0.93032,0.27563,0.26897,0.23188,0.58312,0.6564,0.26679,0.57951,0.49169,0.25991,0.39615,0.3428,0.20821,0.38895,0.12272,0.39912,0.49892,0.49684
0.76104,0.03696,0.67579,0.48617,0.6017,0.51096,0.29831,0.50934,0.08567,0.56681,0.1796,0.73018,0.64581,0.25225,0.10149,0.90351,0.19732,0.23565,0.55123,0.39564,0.12106,0.63993,0.71331,0.03394,0.6961,0.24416,0.41285,0.47576,0.60783,0.8471,0.65418,0.49788,0.89622,0.87114,0.51424,0.32042,0.57792,0.46976,0.15885,0.40534,0.31005,0.48072,0.52126,0.48092,0.31206,0.53569,0.75333,0.07233,0.74399,0.20035
0.5141,0.31125,0.59011,0.34489,0.74472,0.39551,0.28178,0.65175,0.32973,0.66202,0.6481,0.55792,0.76651,0.43916,0.42623,0.59594,0.47296,0.71472,0.59877,0.54377,0.53968,0.70131,0.58916,0.25142,0.68774,0.65008,0.63443,0.59423,0.64017,0.80802,0.78938,0.53599,0.86556,0.54819,0.85398,0.64249,0.55512,0.5416,0.38161,0.41975,0.33613,0.23467,0.47373,0.5977,0.31259,0.60442,0.48367,0.5584,0.53939,0.58488
0.8656,0.10463,0.66993,0.67479,0.70092,0.67496,0.59418,0.51378,0.07133,0.8024,0.19131,0.85922,0.59626,0.39254,0.3749,0.6454,0.38255,0.49034,0.54455,0.56195,0.09112,0.52199,0.53562,0.04389,0.58819,0.08842,0.59627,0.58015,0.72775,0.89918,0.47311,0.38973,0.90114,0.69153,0.64448,0.47351,0.53537,0.6039,0.31777,0.91866,0.83023,0.20451,0.83387,0.45975,0.57786,0.32662,0.27514,0.57561,0.49084,0.53775
0.56091,0.74602,0.08335,0.43242,0.23978,0.53859,0.66918,0.56156,0.4278,0.49599,0.7074,0.73587,0.43917,0.41275,0.1627,0.2496,0.39305,0.55689,0.47333,0.36236,0.62685,0.61034,0.39141,0.44781,0.5752,0.76426,0.34541,0.43983,0.59057,0.12836,0.7457,0.59792,0.91713,0.71376,0.84922,0.55109,0.57662,0.58355,0.65962,0.25903,0.55385,0.10869,0.49557,0.25833,0.08442,0.41941,0.46369,0.51766,0.5833,0.37058
0.86131,0.32647,0.79875,1,0.71244,0.77839,0.44776,0.65707,0.27236,0.88459,0.26836,0.57438,0.66998,0.3115,0.0713,0.55607,0.32871,0.69634,0.6118,0.71432,0.42073,0.69799,0.44527,0.09592,0.5924,0.39519,0.47074,0.76384,0.58458,0.89157,0.68753,0.49927,0.8316,0.77021,0.698,0.81491,0.62462,0.53095,0.36453,0.27192,0.93641,0.16533,0.66903,0.31762,0.33523,0.37999,0.69948,0.52109,0.62585,0.39368
0.28728,0.32869,0.0873,0.33414,0.25575,0.27651,0.11032,0.11147,0.44602,0.477,0.50761,0.48427,0.21747,0.37237,0.09197,0.3073,0.43236,0.18605,0.29298,0.25685,0.54195,0.12446,0.29009,0.1543,0.32538,0.38356,0.38713,0.23259,0.51066,0.49197,0.10672,0.16045,0.95923,0.5119,0.22665,0.19238,0.45995,0.39886,0.41898,0.2455,0.41714,0.46945,0.25731,0.11647,0.06969,0.30615,0.08977,0.48476,0.35353,0.22036
