EMP3,CLK2,SH2D4A,PDPN,FSTL1,ABCC3,CD58,TAGLN2,FAM114A1,RAB34,ANXA1,CHI3L1,PRICKLE3,CLIC1,TIMP1,DUSP26,CASP6,MYL12A,CASP8,APOBEC3F,GDAP1L1,FAM133A,TNFRSF11B,MSN,STEAP3,LOXL1,TNFRSF12A,HFE,GPX8,GSDMD,PLP2,BCL2L12,PPIC,NAP1L3,CASP4,CA3,SP100,XKR8,SERPING1,SLC2A4RG,VAV3,REXO2,ATP6V1G2,SHD,C1RL,RNF135,SERPINH1,ZDHHC22,PYGL,LATS2
0.686501156424069,0.3324021601052,0.6101390054159,0.726464480409192,0.506825351630233,0.346387885435679,0.610369730697438,0.73761015467186,0.609144279491848,0.721322232034698,0.477346712488628,0.599785983294331,0.307697444311234,0.811324353177423,0.643062778250456,0.73772081616643,0.608885365387603,0.509012080203597,0.62777742452639,0.671693823984435,0.523982596965519,0.22426360526562,0.384206455940464,0.798609161544531,0.835343638121119,0.387162082254595,0.731798912637326,0.451438497541265,0.412828494602128,0.791358045338272,0.554069897478177,0.385466585419722,0.474884847361775,0.367302367801032,0.451128757351833,0.172306562224678,0.257504609111069,0.824831020286776,0.511734060991944,0.60449563750927,0.53877112647397,0.37096973107503,0.594353933421705,0.672023723917992,0.572746099755257,0.576071326120025,0.700678405246137,0.693438598213347,0.621527773243044,0.444023866439351
0.871244078691486,0.358176224889269,0.564441371652014,0.885940728677405,0.481858633671436,0.68196781471905,0.741874347601067,0.772220898017414,0.536717795186937,0.860717269663713,0.751547930825453,0.908304670111873,0.367474388435221,0.87022415999391,0.743322320036849,0.309875428644259,0.605267452916341,0.708930804030074,0.542940958362816,0.724947217208801,0.383309281343724,0.162672938502424,0.481643578406937,0.766943285077773,0.733875241646111,0.693252685921845,0.827620876926222,0.426304986064455,0.603281090534845,0.816339968298417,0.677215436157967,0.758846668988745,0.71984463131274,0.28657872234656,0.637098634535621,0.188626699468887,0.442844419462967,0.963669813314346,0.584539493888542,0.852912231150991,0.673801643092675,0.559108550237977,0.538505438704194,0.441371330448025,0.70885285542614,0.724376696135056,0.793705499597811,0.520341146586356,0.749797786631804,0.707007600473919
0.283915584612238,0.698447884500509,0.262836988810367,0.455079253998423,0.378695921731875,0.228380805040107,0.612438390821523,0.272516541694315,0.233662215023889,0.294253047011923,0.218390384644402,0.309075624731503,0.283567942148301,0.412997111198656,0.17880706769107,0.771521889109244,0.507730630031665,0.296798790313642,0.290402283327371,0.359522329398062,0.511471941210298,0.81945480962841,0.170285353944934,0.403323740497545,0.385490460011437,0.0941689195548782,0.299799388446643,0.286237326614111,0.228078138117602,0.274186674303706,0.322835237797976,0.527746607209453,0.341130083390464,0.729487054587294,0.392149522527925,0.0915420311834252,0.409081239006908,0.259015011667757,0.28025513205985,0.360600771167179,0.194376098297137,0.411217075445463,0.637784017657666,0.784849999365937,0.151257188065521,0.530743236656589,0.355517827676528,0.593560380467738,0.497088621379085,0.374109754903495
0.547080082952514,0.430794804850332,0.426797232317366,0.610812727077922,0.414143216777737,0.633505259142072,0.624250118576662,0.452651152806001,0.479966241554294,0.475856395056997,0.647857070362556,0.687375397799514,0.470158566877866,0.563507254816133,0.575092412246967,0.644980970639851,0.505853510227734,0.547128014480274,0.473976232715419,0.473709197046499,0.523948920906959,0.490407647917335,0.666302806399917,0.661212551455396,0.588128640847048,0.520872834615331,0.51510355554323,0.443343202067492,0.399563632565314,0.638326432407549,0.494486689180568,0.428957777414611,0.338423723301344,0.453179577782903,0.571494542706746,0.440520965922108,0.558360642658646,0.493175961102315,0.58410515871839,0.36769537090057,0.412506736306389,0.451347648023719,0.588136140068564,0.512439838470396,0.459783675443963,0.69779230088638,0.48670285536469,0.544938814041791,0.555168738607877,0.662188894505818
0.644312615144862,0.407799356715846,0.585619937263697,0.492643106801518,0.578507443339815,0.276832538250945,0.639041574386182,0.775594244456948,0.606289573574713,0.675299629544213,0.500578428685036,0.462545253583741,0.350395261542653,0.748054927606124,0.653208803736624,0.723586296472124,0.428084122149812,0.665265174898821,0.483035203437269,0.359263566554406,0.666558609895982,0.300090241079092,0.499870775133315,0.781925484544619,0.529242331886272,0.568461826443087,0.592059382096115,0.413800135526731,0.498923503722397,0.446336095050875,0.606824351990026,0.361843813938627,0.422633534161003,0.411652844448208,0.478490648873064,0.180396111735233,0.259610399834829,0.579910036689096,0.45344628115765,0.452724964728238,0.545699008846222,0.294065774943616,0.467902566941522,0.61195869352997,0.21453497121253,0.648672312757788,0.688258409109366,0.616341114387588,0.294180655948782,0.522753986276722
0.388492500735467,0.449304398519188,0.258879099661697,0.302782329046743,0.196666381100041,0.237666395188621,0.360672807118749,0.287764485352888,0.405826933699101,0.356070884080203,0.369992351209681,0.380785946542899,0.0979080600286856,0.303206885521898,0.219661330077681,0.753220947917355,0.139920015489452,0.3599393085673,0.101710810128033,0.0629801105685,0.598465619486677,0.673039523291559,0.34286483773308,0.3024491157263,0.288728190459461,0.133860495304813,0.459806255282508,0.200351003575885,0.182151993372715,0.150396392292233,0.413070120903295,0.09665819732463,0.108656682810963,0.983558717716511,0.119686877064692,0.177142158445184,0.0412832266619408,0.273974894386827,0.326229509820357,0.209473316494587,0.371663250678933,0.368498061473945,0.884606367062749,0.476121670327137,0.488640264025077,0.226815879147957,0.287916752813373,0.606937686440261,0.120621346311261,0.42241073618547
0.205705117911068,0.491305932952707,-0.170888128175167,-0.0367894562566005,-0.015677110698277,-0.227446434429911,0.0328169735668542,0.0368418179961303,0.0199745011903492,0.280191581558868,0.0352153438418689,0.259434909721486,0.449123783893014,0.171388473324137,0.143646186469774,0.910953489539845,-0.0215018009457503,0.131299292505117,0.0551445220315038,-0.00672024899862989,0.837422512017253,0.817539338709685,0.0439654503814063,0.182352393419324,-0.0562763020401416,0.0952108721076856,0.126721340770868,-0.133070407296289,-0.172872957290601,0.170366081700502,0.0235928222817383,0.0488396218463787,-0.0172232572187208,0.875147476943955,-0.0229702726331161,-0.0816226843046733,0.0712781500333786,0.220019584046717,0.143515562116992,0.209943729738073,0.126797650347573,0.164380968748074,0.961615970650619,0.861166908101824,0.139546599351279,0.0503333109219215,0.188556783719205,0.921979086031463,-0.0151720534609284,0.145613017434706
0.360492731437705,0.638651008953826,0.270752767107706,0.378250286942817,0.241301195020927,0.192677819142731,0.396140145722882,0.281738414468644,0.465952230688358,0.27210863032905,0.229627090104385,0.226669705771889,0.283323622213189,0.325481514749247,0.196597633089893,0.723429729484741,0.384815986334075,0.338379809524562,0.345275276740779,0.366860843644141,0.595325327025911,0.623911241394634,0.187877313910752,0.368806739515918,0.341498923317211,0.162489845821204,0.219000274418624,0.367161709720766,0.217102978407475,0.318524139478015,0.426561831721293,0.330761739877763,0.220653093285991,0.656367945578314,0.281346656655146,0.147544279912167,0.360819336773389,0.21778114233616,0.258755541137365,0.310036147627569,0.193054860365447,0.316096719734394,0.683335365648082,0.756810729251649,0.250045093649411,0.414098679073397,0.403865072912132,0.698358131704433,0.39613477891856,0.415666825591383
0.370403760887547,0.692028321896298,0.310320633833541,0.361169621990685,0.139373207840232,0.236703204602121,0.477911172078558,0.294260527103321,0.34380195968135,0.244033527536725,0.244566688862312,0.199522605378839,0.0554196598845049,0.215084660872255,0.157264273931978,0.746401585800225,0.448596112856449,0.184507802605008,0.240053477631192,0.175459143448809,0.612466440833199,0.749918485720874,0.234444266761448,0.24472764006398,0.415280004544536,0.480226947181516,0.226196429873368,0.405514362512398,0.206105802328821,0.178657068820899,0.29452544213379,0.328311531878051,0.0880707596781978,0.623461550738815,0.204189344956378,0.165073316211503,0.138925417589923,0.210733375366287,0.296292958217684,0.291382822482807,0.306198783420072,0.304224920863038,0.595925557984723,0.701410943942309,0.18601059791409,0.448410737726404,0.415377672070874,0.722233275882559,0.300597349002824,0.422276433556285
0.393303572206074,0.687376969887277,0.321323345171625,0.31990836097086,0.458953031058147,0.351420285690992,0.543583092183581,0.329550117255593,0.261866709485182,0.259745062915394,0.490385623995217,0.169820857896868,0.543477815976613,0.400144176206194,0.239232953204845,0.678190568296995,0.493311413660691,0.348580500734727,0.359759034608345,0.264514963721393,0.731915420547247,0.528480588400632,0.313080430266199,0.339274607847386,0.291666533665212,0.149246336738792,0.318835671721918,0.462571909786961,0.263678606023874,0.382019034868392,0.214725392203374,0.524960483596877,0.309220436996724,0.390507387101614,0.381733617165323,0.144149288399019,0.305292960320586,0.250471256425978,0.179055037414616,0.36301043900626,0.307048971306551,0.493619036791891,0.655569998368101,0.770261548566618,0.253293420857775,0.70923992991886,0.571525568706686,0.744408365290547,0.399965640443361,0.569097986390569
