hsa-mir-155,hsa-mir-491,hsa-mir-196b,hsa-mir-10a,hsa-mir-21,hsa-mir-148a,hsa-mir-1266,hsa-mir-200c,hsa-mir-128,hsa-mir-146b,hsa-mir-1296,hsa-mir-15b,hsa-mir-28,hsa-mir-105,hsa-mir-653,hsa-mir-452,hsa-mir-767,hsa-mir-141,hsa-mir-34a,hsa-mir-193a,hsa-mir-139,hsa-mir-374a,hsa-mir-23a,hsa-mir-504,hsa-mir-27a,hsa-mir-346,hsa-mir-503,hsa-mir-142,hsa-mir-501,hsa-mir-10b,hsa-mir-200a,hsa-mir-200b,hsa-mir-9,hsa-mir-30a,hsa-mir-574,hsa-mir-339,hsa-mir-100,hsa-mir-25,hsa-mir-138,hsa-mir-217,hsa-mir-335,hsa-mir-96,hsa-mir-671,hsa-mir-1262,hsa-mir-616,hsa-mir-455,hsa-mir-937,hsa-mir-383,hsa-mir-99b,hsa-mir-424
0.84303,0.16824,0.32681,1,0.84049,0.4261,0.09074,0.10926,0.23344,0.50248,0.11063,0.42561,0.71212,0.16157,0.05236,0.07922,0.02568,0.38268,0.68508,0.27685,0.2216,0.82883,0.37239,0.06919,0.77811,0.03239,0.28483,0.51797,0.41195,0.60627,0.08637,0.1276,0.75222,0.48334,0.52897,0.35133,0.67254,0.76811,0.17679,0.04506,0.40305,0.27991,0.02574,0.08336,0.01858,0.20146,0.08631,0.01864,0.30092,0.67244
0.03146,0.57234,0,0.40336,0.603,0,0.13532,0.21176,0.86262,0.92692,0.10185,0.62546,0.04488,0.36842,0.00935,0.04558,0.05787,0.01686,0.07343,0.03404,0.91775,0.20295,0.52175,0.42241,0.54199,0.37653,0,0.00798,0.03636,0.00091,0.04329,0,0.64721,0.356,0.04736,0.01846,0.6477,0.58904,0.05635,0.03407,0.04866,0.01343,0.01974,0.29534,0.02304,0.05815,0.04984,0.97876,0.28768,0.0892
0.56233,0.75313,0.05199,0.18298,0.47721,0.31167,0.23771,0.08294,0.86262,0.41801,0.4762,0.5777,0.50996,0.07705,0.00777,0.07737,0.11317,0,0.36831,0.11296,1,0.32412,0.45943,0.37713,0.50035,0.31926,0.1454,0.03211,0,0.00318,0.00126,0.0348,0.57256,0.26398,0.37794,0.02261,0.29477,0.66623,0.25389,0.17364,0.69762,0.00069,0.02227,0.17966,0.01568,8e-04,0,0.43693,0.40479,0.00666
0.46421,0.57655,0.29756,0.24568,1,0.58253,0.19675,0.02476,0.46141,0.46593,0.34219,0.2662,1,0.37724,0.07882,0.05769,0.11074,0.42063,0.39362,0.14874,0.34863,0.76211,0.25953,0.08193,0.81214,0.10144,0.42788,0.39924,0.48499,0.69327,0.05692,0.08223,1,0.4878,0.33043,0.30307,0.49176,0.66623,0.53834,0.13577,0.49629,0.55468,0.04107,0.08467,0.00673,0.21648,0.04546,0.21833,0.22038,0.80046
0.22962,0.6889,0.18007,0.0396,0.86151,0.48001,0.02768,0.06068,0.53816,0.38129,0.47997,0.2662,0.88594,0.39734,0.03211,0.08183,0.27109,0.27014,0.25744,0.08528,0.37835,0.92029,0.25953,0.15134,0.72943,0.05466,0.22787,0.23714,0.23767,0.27624,0.07948,0.09289,0.95902,0.4878,0.26826,0.18982,0.63098,0.66623,0.33902,0.24786,0.66669,0.65523,0.01913,0.07228,0.02737,0.14381,0.04984,0.23689,0.18592,0.6659
0.3387,0.10745,0.16633,0.0025,0.82442,0.34152,0.10844,0.01926,0.86262,0.31843,0.18547,0.37847,0.87728,0.10085,0.06153,0.0617,0.11837,0.05668,0.201,0.03639,0.731,0.37737,0.38648,0.23564,0.68476,0.22714,0.38392,0.06131,0.08621,0.27432,0.07575,0.04498,0.80658,0.45749,0.46908,0.03308,0.63098,0.74497,0.37343,0.0336,0.50666,0.46602,0.03012,0.3837,0.00374,0.11296,0.09044,0.21971,0.45046,0.56695
0.72313,0.30163,0.35598,0.0346,0.95551,0.13478,0.3933,0.28335,0.66346,0.71666,0.00431,0.46159,0.41709,0.0275,0.02977,0.02928,0.28914,0.12848,0.22466,0.14874,0.731,0.4105,0.40997,0.47953,0.66721,0.59228,0.1792,0.09766,0.01593,0.42835,0.00098,0.01436,0.72987,0.26617,0.46611,0.18884,0.52316,0.76811,0.10128,0.02047,0.52789,0,0.03143,0.04054,0.0475,0.04479,0.58329,0.02236,0.08145,0.48754
0.38685,0.55455,0.2408,0.07065,0.72013,0.30726,0.05616,0.1249,0.32107,0.54115,0.8595,0.50686,0.83498,0.07302,0.03468,0.19088,0.04567,0.6478,0.2354,0.09097,0.13564,0.9678,0.54308,0.04638,0.83502,0.03324,0.32326,0.44994,0.27302,0.98765,0.11355,0.26229,0.66678,0.75982,0.31495,0.31154,0.92993,0.91792,0.10998,0.00775,1,0.83567,0.05262,0.09217,0.01913,0.26495,0.05961,0.00573,0.3107,0.82134
0.22434,0.89013,0.15877,0.09997,0.61895,0.58678,0.06587,0.07345,0.89092,0.5579,0.49734,0.42871,0.57073,0.19202,0.04896,0.40167,0.18705,0.1456,0.2441,0.06331,0.51511,0.81317,0.57773,0.05973,0.71083,0.03077,0.08249,0.17294,0.13943,0.21953,0.07859,0.20339,0.61203,0.82049,0.48689,0.33556,0.9122,0.43203,0.49387,0.24912,0.632,0.04059,0.03303,0.07399,0.0277,0.11459,0.02552,0.34198,0.42058,0.43327
0.1112,0.13619,0.02763,0.01449,0.55891,0.0654,0.21688,0.40205,0.90539,0.56206,0.02783,0.04755,0.01911,0.18203,0.0537,0.17559,0.47062,0.10408,0.29201,0,0.66817,0.42192,0.40997,1,0.7571,1,0.0041,0.00615,0.01673,0,0.01468,0.26229,0.54093,0.28996,0.1466,0.13206,0.38765,0.62175,0.0388,0.1894,0.0585,0.01681,0.02194,0.02813,0.02086,0.03366,0.102,0.1584,0.03114,0.24884
0.35316,0.49802,0.20253,0.03282,0.95551,0.38935,0.21897,0.09814,0.82285,0.46593,0.36584,0.7213,0.5023,0.36331,0.04532,0.01714,0.2296,0.05835,0.21653,0.21109,0.98505,0.28324,0.55421,0.1558,0.57066,0.24085,0.44666,0.00041,0.36467,0.42835,0.04559,0.04954,0.80658,0.36182,0.58431,0.18259,0.4214,0.91792,0.28069,0.00697,0.48586,0.13169,0.08101,0.07511,0.00947,0.11125,0.05828,0.27604,0.24469,0.63303
0.30232,0.36852,0.21878,0.04521,0.95551,0.22464,0.17548,0.41163,0.83557,1,0.91311,0.95202,0.5023,0.30026,0.05045,0.05569,0.60343,0.01167,0.19144,0.19101,0.45279,0.32024,1,0.10487,0.58295,0.18181,0.17144,0.01646,0.18405,0.53649,0.00226,0.23724,0.65668,0.73321,0.94998,0.33127,0.80118,0.76811,0.16762,0.02274,0.27004,0.00441,0.02909,0.2934,0.05843,0.28381,0.05475,0.70865,0.33532,0.29726
0.64686,0.07356,0.21999,0.01798,0.91827,0.15735,0.16454,0.38181,0.42582,0.50248,0.1784,0.81361,0.58279,0.11866,0.05682,0.22542,0.19346,0.04755,0.60874,0.27263,0.16402,0.15526,0.42487,0.80122,0.45681,0.84768,0.24468,0.0487,0.12527,0.01999,0.00898,0.26665,0.63889,0.38536,0.66146,0.30707,0.74725,0.73376,0.1246,0.00578,0.09378,0.01964,0.01705,0.15909,0.02021,0.20309,0.08944,0.04546,0.74618,0.20552
0.35844,0.41921,0.1839,0.07381,0.79432,0.39563,0.26495,0.05248,0.69294,0.52923,0.34456,0.34907,0.63136,0.26409,0.02712,0.01623,0.08984,0.07792,0.2993,0.07285,0.44892,0.84688,0.14052,0.12316,0.58295,0.06822,0.06078,0.42126,0.10143,0.24139,0.01408,0.02677,0.76366,0.4878,0.13574,0.06633,0.56972,0.73376,0.36808,0.02047,0.82428,0.27144,0.0299,0.05564,0.00947,0.17854,0.25781,0.14313,0.23321,0.5052
0.84303,0.37586,0.69004,0.67279,0.88666,0.78943,0.27627,0.07758,0.35923,0.76707,0.17736,0.58707,0.81951,0.12041,0.04187,0.12235,0.05918,0.26,0.63135,0.18827,0.26486,0.74899,0.63756,0.00351,1,0.03665,0.48502,0.26314,0.28648,0.83259,0.0675,0.18728,0.64721,0.53863,0.67609,0.41283,0.82405,0.8525,0.35975,0.41687,0.41498,0.09585,0.11014,0.10912,0.01732,0.34063,0.08944,0.05156,0.48973,0.78038
0.30447,0.47442,0.09382,0.05432,0.86151,0.17406,0.4687,0.34173,1,0.84235,0.52398,0.92915,0.3249,0.36086,0.02695,0.15726,0.44312,0.0046,0.18939,0.20629,0.77223,0.13801,0.86148,0.14095,0.35838,0.16113,0.1454,0.01121,0.14085,0.17814,0.00322,0.08869,0.57985,0.58498,0.43815,0.2166,0.7081,0.58904,0.25555,0.07078,0.2147,0.01356,0.01104,0.44472,0.03438,0.24389,0.05475,1,0.57736,0.25672
0.31421,0.01446,0.04954,0.03803,0.65275,0.4388,0.80708,0.45907,0.86262,0.72212,0.34456,0.82264,0.34022,0.13259,0.02071,0.1951,0.20394,0.02452,0.30433,0.16677,0.4241,0.26578,0.66265,0.1934,0.44722,0.23487,0.08298,0.00176,0.09067,0.00553,0.00681,0.02181,0.75222,0.6594,0.66146,0.04687,0.79085,0.64039,0.06646,0.03204,0.25099,0.01468,0.01891,1,0.01592,0.09907,0.36103,0.77367,0.3302,0.40655
0.45005,0.08424,0.11444,0.00166,0.84049,0.18543,0.09196,0.13424,0.73565,0.4344,0.00656,0.39251,0.55394,0.04885,0.02445,0.17485,0.43332,0.07911,0.35427,0.28865,0.55499,0.46944,0.43322,0.32729,0.62726,0.48181,0.24283,0.00053,0.11329,0.00474,0.00266,0.3512,0.72987,0.45306,0.2561,0.04794,0.64024,0.73376,0.16066,0.06325,0.61757,0.00312,0.01921,0.25805,0.14352,0.03859,0.00361,0.32934,0.29643,0.41606
0.18193,0.06855,0.04803,0.03523,0.77977,0.18398,0.54167,0.2897,0.54551,0.24673,0.00735,0.12735,0.68809,0.02186,0.02099,0.40598,0.00022,0.11932,0.55041,0.08251,0.11619,0.52868,0.07864,0.74338,0.40785,0.70881,0.19778,0.00987,0.04378,0.31324,0.01352,0.01066,0.64721,0.15592,0.2744,0,0.55767,0.83981,0.0941,0.09053,0.79203,0.29202,0.0107,0.04593,0.01913,0,0.09162,0.0028,0.14811,0.63303
0.17009,0.49802,0.51852,0.10728,0.753,0.4293,0.25935,0.07036,0.6422,0.59175,0.58347,0.45209,0.66007,0.19359,0.04125,0.26261,0.2296,0.28848,0.84252,0.0927,0.25144,0.86312,0.35201,0.33079,0.83502,0.08458,0.16777,0.56,0.22811,0.53649,0.04033,0.11629,0.69846,0.92342,0.42821,0.59632,0.73664,0.44707,0.27697,0.16686,0.46153,0.22972,0.02322,0.08467,0.01191,0.19546,0.05575,0.14313,0.59979,0.63908
0.18596,0.74025,0.16354,0.34283,0.68154,0.29043,0.30199,0.03985,0.76995,0.37562,0.64178,0.23859,0.70607,0.29529,0.04615,0.03076,0.18862,0.19526,0.43637,0.15759,0.49017,0.79987,0.18704,0.05973,0.71083,0.06893,0.23935,0.06366,0.22555,0.62261,0.02938,0.03752,0.67716,0.53323,0.2784,0.13275,0.77932,0.86744,0.39287,0.04669,0.58905,0.46602,0.09348,0.0949,0.01152,0.19842,0.12621,0.19387,0.36658,0.7346
0.71705,0.09946,0.2603,0.1253,0.91827,0.26766,0.64478,0.22343,0.47404,0.33097,0.09495,0.48848,0.76204,0.33857,0.07405,0.04047,0.19174,0.03757,0.44565,0.26688,0.4241,0.31593,0.62402,0.29233,0.6589,0.19538,0.38628,0.10862,0.19592,0.03458,0.03002,0.04108,0.75222,0.40478,0.63239,0.10102,0.55071,0.74497,0.21901,0.01522,0.38602,0.1351,0.0589,0.12622,0.02494,0.26718,0.11741,0.59119,0.53562,0.45961
0.39541,0.20126,0.37307,0,0.62741,0.16121,0.05472,0.29422,0.51152,0.36291,0.17276,0.43566,0.43678,0.02849,0.03834,0.07834,0.09455,0.0541,0.28967,0.26491,0.45702,0.15995,0.24313,0.88224,0.4844,0.94494,0.07329,0.02256,0.08468,0.00249,0.01374,0.45889,0.7085,0.1899,0.67609,0.0675,0.41738,0.58904,0.40779,0.06654,0.19976,0.03004,0.00082,0.0949,0.02286,0.06547,0.0728,0.45263,0.3434,0.32454
0.48878,0.24863,0.66567,0.01095,0.80867,0.45211,0.01416,0.16108,0.56128,0.31137,0.32982,0.32372,0.8425,0.14243,0.05288,0.08463,0.02543,0.03757,0.66769,0.27465,0.48022,0.23585,0.32439,0.32729,0.69359,0.18181,0.67962,0.04983,0.3116,0.03146,0.02503,0.04279,0.67716,0.37934,0.44509,0.16008,0.51168,0.8038,0.41979,0.00888,0.49119,0.40007,0.04262,0.07475,0.00658,0.19388,0.05475,0.28808,0.3107,0.65879
0.2956,0.00942,0.25727,0.24568,0.61156,0.31167,0.00696,0.02605,0.70342,0.34633,0.29015,0.34396,0.65533,0.30254,0.07882,0.04262,0.41655,0.03746,0.56233,0.13394,0.6196,0.26962,0.21208,0.54173,0.61182,0.39795,0.25608,0.09234,0.48857,0.19173,0.00976,0.08118,0.92422,0.37934,0.55306,0.02672,0.6477,0.6842,0.44837,0,0.61056,0.09585,0.00453,0.11414,0.00696,0.02584,0.13386,0.21037,0.39232,0.5503
0.22792,0.16328,0.16712,0.00133,0.61156,0.06809,0.09867,0.30104,0.61399,0.42106,0.3603,0.44578,0.6169,0.09688,0.03778,0.23743,0.16157,0.06021,0.23107,0.18827,0.31755,0.18606,0.24313,0.85612,0.35255,0.89685,0.19328,0.03263,0.04523,0.00253,0.01169,0.22999,0.74094,0.41179,0.4344,0.07548,0.48173,0.50717,0.2406,0.04181,0.30679,0.02206,0.02488,0.1598,0.02132,0.17729,0.03415,0.91091,0.42058,0.38646
0.49596,0.0105,0.24363,0.19824,0.753,0.12976,0.044,0.02118,0.53816,0.17603,0.01729,0.34396,0.80524,0.04018,1,0.0313,0.0312,0.0691,0.31225,0.26491,0.40124,0.10832,0.26594,0.45183,0.74816,0.49355,0.15711,0.00252,0.18791,0.00457,0.00409,0.15749,0.7085,0.28741,0.59721,0.37151,0.68063,0.78014,0.2406,0.25671,0.18251,0.00636,0.13854,0.12095,0.00696,0.11907,0.07544,0.28192,0.40165,0.33413
0.3387,0.77481,0.20382,0.00481,0.82442,0.30954,0.0584,0.11818,0.69294,0.49109,0.2079,0.32372,0.75464,0.04374,0.05091,0.04558,0.20081,0.03793,0.49707,0.21258,0.63917,0.24223,0.27854,0.52043,0.54199,0.5091,0.32531,0.00942,0.4478,0.05177,0.00151,0.03245,0.66678,0.31559,0.40219,0.09584,0.58563,0.70368,0.33673,0.02092,0.35082,0.256,0.10149,0.0815,0.00254,0.1182,0.09701,0.37822,0.3225,0.30854
0.25635,0.18962,0.25102,0.00467,0.91827,0.38078,0.04888,0.08887,0.60489,0.31137,0.34219,0.39559,0.73012,0.26186,0.04361,0.04077,0.28684,0.04496,0.32054,0.21258,0.47065,0.54533,0.3307,0.45685,0.59026,0.45302,0.38904,0.02876,0.20672,0.01418,0.03458,0.11223,0.7085,0.37341,0.3277,0.07515,0.57821,0.815,0.31644,0.00911,0.39602,0.26539,0.0324,0.108,0.00282,0.11636,0.08718,0.37822,0.27072,0.82134
0.89867,0.13619,0.18583,0.25216,0.88666,0.37478,1,0.45907,0.47404,0.95329,0.11063,1,0.81276,0.07251,0.11335,0.26656,0.04053,0.02382,0.94777,0.29291,0.28896,0.20788,0.94962,0.13565,0.85775,0.04274,0.26338,0.23535,0.09031,0.02945,0.03042,0.29106,0.58806,0.6039,0.69188,0.47272,0.89604,0.8038,0.14183,0.013,0.13656,0.20986,0.01808,0.10611,0.11778,0.11376,0.11204,0.3723,0.71044,0.35513
0.38156,0.24424,0.94794,0.00281,1,0.25178,0.08043,0.30104,0.58669,0.44779,0.44606,0.49216,0.81276,0.4122,0.07583,0.05348,0.21397,0.03408,0.30966,0.29508,0.39454,0.45762,0.62402,0.0071,0.49564,0.13547,0.46007,0.04421,0.47072,0.39488,0.04559,0.11629,0.72987,0.44517,0.57512,0.11233,0.71662,1,0.24247,0.02482,0.49119,0.22477,0.07131,0.13743,0.00282,0.2248,0.09905,0.36107,0.48973,0.49208
0.51864,0.27218,0.27184,0.00572,0.72013,0.25609,0.07285,0.32909,0.89092,0.6191,0.10542,0.82264,0.67678,0.08997,0.06638,0.12937,0.25854,0.03088,0.32881,0.1777,0.54317,0.26962,0.43322,0.07542,0.51626,0.09745,0.37251,0.01165,0.20769,0.06647,0.01744,0.26036,0.65668,0.63143,0.45868,0.11691,0.79085,0.74497,0.3653,0.07586,0.43141,0.18384,0.05128,0.18695,0.02536,0.14721,0.102,0.60886,0.43424,0.36793
0.87466,0.12432,0.21878,0.38895,1,0.23495,0.03389,0.31457,0.51857,0.56206,0.12601,0.45545,0.82735,0.07555,0.07435,0.06331,0.0336,0.12608,0.76327,0.501,0.54317,0.22126,0.80945,0.18478,0.63498,0.17416,0.3114,0.04059,0.17969,0.06989,0.01632,0.18728,0.62958,0.36475,0.60586,0.27383,0.60789,0.8038,0.34891,1,0.4402,0.00488,0.02507,0.12353,0.00355,0.26495,0.14076,0.40223,0.47195,0.3129
0.27443,0.16648,0.16633,0.01699,0.74077,0.15009,0.03389,0.22673,0.72535,0.25076,0.05301,0.2552,0.37523,0.32629,0.04896,0.13025,0.02436,0.08254,0.31482,0.14323,0.55499,0.24223,0.16141,0.70923,0.443,0.7001,0.46339,0,0.13049,0.38926,0.07502,0.06,0.7085,0.31324,0.30128,0.07256,0.40578,0.64848,0.45165,0.01507,0.40305,0.07439,0.0399,0.09583,0.00232,0.16003,0.05828,0.46973,0.33281,0.70028
0.62005,0.16165,0.25402,0.04787,0.88666,0.20781,0.044,0.21176,0.76995,0.57443,0.44316,0.81361,0.67678,0.17407,0.06598,0.26139,0.1695,0.02884,0.29681,0.14647,0.30943,0.24561,0.79353,0.28114,0.50555,0.19684,0.13631,0.08749,0.15004,0.2262,0.08113,0.23346,0.76366,0.72546,0.5616,0.58271,0.81251,0.6576,0.2736,0.01522,0.3306,0.0259,0.0399,0.15909,0.04479,0.10738,0.10571,0.90307,0.87402,0.33166
0.69115,0.353,1,0.00715,0.79432,0.20288,0.57942,0.1778,0.59588,0.52532,0.24052,0.64815,0.64023,0.12125,0.05115,0.03962,0.1116,0.05362,0.78462,0.34119,0.66048,0.08623,0.31672,0.40904,0.67694,0.35979,0.27153,0.07797,0.45117,0.21321,0.0762,0.0476,0.60412,0.39792,0.68145,0.39852,0.7263,0.815,0.34891,0.23534,0.24839,0.09238,0.05634,0.10001,0.03307,0.15662,0.14621,0.32414,0.52017,0.27642
0.37622,0.01209,0.20253,0.00081,0.61156,0.22813,0.29823,0.15744,0.62343,0.37562,0.05819,0.32641,0.70607,0.20561,0.06186,0.11602,0.06016,0.04666,0.38274,0.3193,0.22955,0.21617,0.19681,0.62075,0.55404,0.65495,0.51271,0.00166,0.39524,0.05041,0.00312,0.03574,0.68763,0.44517,0.37517,0.0589,0.63098,0.71401,0.39287,0.24514,0.41132,0.2163,0.08309,0.136,0.00596,0.01534,1,0.64687,0.52017,0.37039
0.18193,0.07784,0.486,0.01716,0.82442,0.05078,0.0617,0.1736,0.59588,0.78061,0.02348,0.71443,0.52907,0.48545,0.24496,0.0085,0.09249,0.05385,0.46581,0.52507,0.1909,0.00878,0.52175,0.63923,0.14089,0.49846,0.00501,0.03387,0.00989,0.00884,0.00581,0.08059,0.74094,0.45749,0.95921,0.06718,0.80118,0.72325,0.07927,0.01022,0.00478,0.01326,0.60421,0.3015,0.00084,0.06246,0.09701,0.06092,0.83435,0.01487
0.38685,0.6593,0.1504,0.02989,0.73038,0.32612,0.03654,0.08231,0.70342,0.50628,0.42759,0.39816,0.63621,0.24778,0.03973,0.0344,0.06691,0.01728,0.54465,0.1739,0.81367,0.17679,0.20679,0.35255,0.58295,0.229,0.18593,0.10192,0.24777,0.13528,0.03587,0.08869,0.66678,0.34635,0.42821,0.16274,0.50167,0.70368,0.72404,0.03079,0.38256,0.10886,0.10096,0.07336,0,0.10436,0.09613,0.53685,0.36387,0.32454
0.10247,0,0.18583,0,0.69066,0.0154,0.02768,0.0616,0.67269,0.2317,0.00169,0.36726,0.51756,0.09614,0.0804,0.12396,0.02751,0.03941,0.25291,0.03826,0.24039,0.1341,0.38648,0.63923,0.62726,0.65495,0.1792,0.00285,0.09509,0.11245,0.00286,0.02965,0.76366,0.53323,0.18922,0.09631,0.51746,0.72325,0.31644,0.01061,0.47055,0.17108,0.10772,0.17442,0.0145,0.19842,0.15251,0.53685,0.2835,0.54459
0.24082,0.42623,0.23673,0.12737,0.84049,0.46225,0.11386,0.07758,0.65199,0.31635,0.40642,0.50686,0.79694,0.24004,0.06671,0.12093,0.13687,0.15172,0.32054,0.14429,0.42829,0.48239,0.3946,0.04712,0.91325,0.10144,0.24842,0.34266,0.38742,0.05543,0.07906,0.05765,0.74094,0.75982,0.47609,0.29002,0.79085,0.83981,0.25224,0.06524,0.48586,0.43641,0.08448,0.10205,0.00947,0.19996,0.01646,0.48494,0.40165,0.82134
